Start_Timestamp,End_Timestamp,Prime,Bit_Length_Prime,2i+1,Bit_Length_2i+1
2025-04-10 00:17:34,2025-04-10 00:17:35,24611,15,49223,16
2025-04-10 00:17:36,2025-04-10 00:17:36,24683,15,49367,16
2025-04-10 00:17:37,2025-04-10 00:17:38,24749,15,49499,16
2025-04-10 00:17:42,2025-04-10 00:17:42,24971,15,49943,16
2025-04-10 00:17:44,2025-04-10 00:17:44,25073,15,50147,16
2025-04-10 00:17:47,2025-04-10 00:17:48,25229,15,50459,16
2025-04-10 00:17:53,2025-04-10 00:17:53,25523,15,51047,16
2025-04-10 00:17:55,2025-04-10 00:17:55,25601,15,51203,16
2025-04-10 00:17:56,2025-04-10 00:17:57,25643,15,51287,16
2025-04-10 00:17:57,2025-04-10 00:17:58,25673,15,51347,16
2025-04-10 00:17:58,2025-04-10 00:17:59,25703,15,51407,16
2025-04-10 00:18:01,2025-04-10 00:18:01,25799,15,51599,16
2025-04-10 00:18:02,2025-04-10 00:18:02,25841,15,51683,16
2025-04-10 00:18:04,2025-04-10 00:18:04,25913,15,51827,16
2025-04-10 00:18:04,2025-04-10 00:18:05,25919,15,51839,16
2025-04-10 00:18:08,2025-04-10 00:18:09,26111,15,52223,16
2025-04-10 00:18:11,2025-04-10 00:18:11,26189,15,52379,16
2025-04-10 00:18:16,2025-04-10 00:18:17,26459,15,52919,16
2025-04-10 00:18:18,2025-04-10 00:18:18,26501,15,53003,16
2025-04-10 00:18:19,2025-04-10 00:18:20,26573,15,53147,16
2025-04-10 00:18:20,2025-04-10 00:18:21,26633,15,53267,16
2025-04-10 00:18:25,2025-04-10 00:18:26,26849,15,53699,16
2025-04-10 00:18:26,2025-04-10 00:18:27,26879,15,53759,16
2025-04-10 00:18:27,2025-04-10 00:18:28,26891,15,53783,16
2025-04-10 00:18:30,2025-04-10 00:18:30,26993,15,53987,16
2025-04-10 00:18:33,2025-04-10 00:18:34,27143,15,54287,16
2025-04-10 00:18:36,2025-04-10 00:18:36,27281,15,54563,16
2025-04-10 00:18:39,2025-04-10 00:18:40,27479,15,54959,16
2025-04-10 00:18:40,2025-04-10 00:18:41,27539,15,55079,16
2025-04-10 00:18:41,2025-04-10 00:18:42,27551,15,55103,16
2025-04-10 00:18:42,2025-04-10 00:18:43,27581,15,55163,16
2025-04-10 00:18:45,2025-04-10 00:18:46,27743,15,55487,16
2025-04-10 00:18:47,2025-04-10 00:18:48,27773,15,55547,16
2025-04-10 00:18:49,2025-04-10 00:18:49,27809,15,55619,16
2025-04-10 00:18:50,2025-04-10 00:18:51,27893,15,55787,16
2025-04-10 00:18:53,2025-04-10 00:18:54,27983,15,55967,16
2025-04-10 00:18:54,2025-04-10 00:18:54,28001,15,56003,16
2025-04-10 00:18:54,2025-04-10 00:18:55,28019,15,56039,16
2025-04-10 00:19:01,2025-04-10 00:19:02,28403,15,56807,16
2025-04-10 00:19:04,2025-04-10 00:19:05,28499,15,56999,16
2025-04-10 00:19:06,2025-04-10 00:19:06,28559,15,57119,16
2025-04-10 00:19:06,2025-04-10 00:19:07,28571,15,57143,16
2025-04-10 00:19:09,2025-04-10 00:19:10,28643,15,57287,16
2025-04-10 00:19:12,2025-04-10 00:19:13,28751,15,57503,16
2025-04-10 00:19:13,2025-04-10 00:19:14,28793,15,57587,16
2025-04-10 00:19:15,2025-04-10 00:19:16,28859,15,57719,16
2025-04-10 00:19:16,2025-04-10 00:19:17,28901,15,57803,16
2025-04-10 00:19:18,2025-04-10 00:19:18,28949,15,57899,16
2025-04-10 00:19:18,2025-04-10 00:19:19,28961,15,57923,16
2025-04-10 00:19:20,2025-04-10 00:19:20,29021,15,58043,16
2025-04-10 00:19:21,2025-04-10 00:19:21,29033,15,58067,16
2025-04-10 00:19:24,2025-04-10 00:19:25,29201,15,58403,16
2025-04-10 00:19:27,2025-04-10 00:19:28,29339,15,58679,16
2025-04-10 00:19:28,2025-04-10 00:19:29,29363,15,58727,16
2025-04-10 00:19:31,2025-04-10 00:19:32,29453,15,58907,16
2025-04-10 00:19:32,2025-04-10 00:19:33,29483,15,58967,16
2025-04-10 00:19:33,2025-04-10 00:19:34,29531,15,59063,16
2025-04-10 00:19:37,2025-04-10 00:19:38,29723,15,59447,16
2025-04-10 00:19:40,2025-04-10 00:19:40,29873,15,59747,16
2025-04-10 00:19:48,2025-04-10 00:19:48,30269,15,60539,16
2025-04-10 00:19:49,2025-04-10 00:19:50,30323,15,60647,16
2025-04-10 00:19:51,2025-04-10 00:19:51,30389,15,60779,16
2025-04-10 00:19:52,2025-04-10 00:19:53,30449,15,60899,16
2025-04-10 00:19:56,2025-04-10 00:19:57,30671,15,61343,16
2025-04-10 00:19:57,2025-04-10 00:19:58,30689,15,61379,16
2025-04-10 00:19:59,2025-04-10 00:20:00,30773,15,61547,16
2025-04-10 00:20:01,2025-04-10 00:20:02,30851,15,61703,16
2025-04-10 00:20:05,2025-04-10 00:20:05,30983,15,61967,16
2025-04-10 00:20:05,2025-04-10 00:20:06,31019,15,62039,16
2025-04-10 00:20:08,2025-04-10 00:20:09,31151,15,62303,16
2025-04-10 00:20:12,2025-04-10 00:20:12,31253,15,62507,16
2025-04-10 00:20:13,2025-04-10 00:20:14,31319,15,62639,16
2025-04-10 00:20:16,2025-04-10 00:20:17,31469,15,62939,16
2025-04-10 00:20:20,2025-04-10 00:20:21,31649,15,63299,16
2025-04-10 00:20:22,2025-04-10 00:20:22,31721,15,63443,16
2025-04-10 00:20:24,2025-04-10 00:20:24,31793,15,63587,16
2025-04-10 00:20:24,2025-04-10 00:20:25,31799,15,63599,16
2025-04-10 00:20:26,2025-04-10 00:20:26,31859,15,63719,16
2025-04-10 00:20:28,2025-04-10 00:20:29,32003,15,64007,16
2025-04-10 00:20:29,2025-04-10 00:20:29,32009,15,64019,16
2025-04-10 00:20:32,2025-04-10 00:20:33,32141,15,64283,16
2025-04-10 00:20:33,2025-04-10 00:20:34,32159,15,64319,16
2025-04-10 00:20:39,2025-04-10 00:20:39,32381,15,64763,16
2025-04-10 00:20:42,2025-04-10 00:20:43,32531,15,65063,16
2025-04-10 00:20:43,2025-04-10 00:20:44,32561,15,65123,16
2025-04-10 00:20:44,2025-04-10 00:20:45,32573,15,65147,16
2025-04-10 00:20:46,2025-04-10 00:20:47,32633,15,65267,16
2025-04-10 00:20:49,2025-04-10 00:20:49,32771,16,65543,17
2025-04-10 00:20:50,2025-04-10 00:20:51,32789,16,65579,17
2025-04-10 00:20:52,2025-04-10 00:20:53,32843,16,65687,17
2025-04-10 00:20:54,2025-04-10 00:20:55,32933,16,65867,17
2025-04-10 00:20:58,2025-04-10 00:20:59,33023,16,66047,17
2025-04-10 00:21:00,2025-04-10 00:21:01,33053,16,66107,17
2025-04-10 00:21:02,2025-04-10 00:21:03,33119,16,66239,17
2025-04-10 00:21:04,2025-04-10 00:21:05,33179,16,66359,17
2025-04-10 00:21:05,2025-04-10 00:21:06,33191,16,66383,17
2025-04-10 00:21:13,2025-04-10 00:21:14,33461,16,66923,17
2025-04-10 00:21:14,2025-04-10 00:21:15,33479,16,66959,17
2025-04-10 00:21:16,2025-04-10 00:21:17,33521,16,67043,17
2025-04-10 00:21:18,2025-04-10 00:21:19,33569,16,67139,17
2025-04-10 00:21:21,2025-04-10 00:21:22,33623,16,67247,17
2025-04-10 00:21:24,2025-04-10 00:21:25,33713,16,67427,17
2025-04-10 00:21:25,2025-04-10 00:21:26,33749,16,67499,17
2025-04-10 00:21:27,2025-04-10 00:21:28,33773,16,67547,17
2025-04-10 00:21:29,2025-04-10 00:21:30,33809,16,67619,17
2025-04-10 00:21:33,2025-04-10 00:21:34,33941,16,67883,17
2025-04-10 00:21:40,2025-04-10 00:21:41,34253,16,68507,17
2025-04-10 00:21:42,2025-04-10 00:21:43,34283,16,68567,17
2025-04-10 00:21:44,2025-04-10 00:21:45,34319,16,68639,17
2025-04-10 00:21:48,2025-04-10 00:21:49,34439,16,68879,17
2025-04-10 00:21:54,2025-04-10 00:21:55,34631,16,69263,17
2025-04-10 00:22:02,2025-04-10 00:22:03,34883,16,69767,17
2025-04-10 00:22:03,2025-04-10 00:22:04,34913,16,69827,17
2025-04-10 00:22:05,2025-04-10 00:22:05,34949,16,69899,17
2025-04-10 00:22:08,2025-04-10 00:22:09,35069,16,70139,17
2025-04-10 00:22:09,2025-04-10 00:22:09,35081,16,70163,17
2025-04-10 00:22:10,2025-04-10 00:22:11,35099,16,70199,17
2025-04-10 00:22:11,2025-04-10 00:22:12,35111,16,70223,17
2025-04-10 00:22:16,2025-04-10 00:22:17,35291,16,70583,17
2025-04-10 00:22:25,2025-04-10 00:22:26,35573,16,71147,17
2025-04-10 00:22:30,2025-04-10 00:22:31,35831,16,71663,17
2025-04-10 00:22:34,2025-04-10 00:22:35,35933,16,71867,17
2025-04-10 00:22:36,2025-04-10 00:22:37,35993,16,71987,17
2025-04-10 00:22:37,2025-04-10 00:22:38,35999,16,71999,17
2025-04-10 00:22:41,2025-04-10 00:22:41,36083,16,72167,17
2025-04-10 00:22:44,2025-04-10 00:22:44,36191,16,72383,17
2025-04-10 00:22:46,2025-04-10 00:22:47,36251,16,72503,17
2025-04-10 00:22:49,2025-04-10 00:22:50,36353,16,72707,17
2025-04-10 00:22:51,2025-04-10 00:22:51,36383,16,72767,17
2025-04-10 00:22:53,2025-04-10 00:22:54,36479,16,72959,17
2025-04-10 00:22:57,2025-04-10 00:22:58,36563,16,73127,17
2025-04-10 00:22:59,2025-04-10 00:23:00,36629,16,73259,17
2025-04-10 00:23:03,2025-04-10 00:23:04,36761,16,73523,17
2025-04-10 00:23:06,2025-04-10 00:23:06,36791,16,73583,17
2025-04-10 00:23:07,2025-04-10 00:23:08,36821,16,73643,17
2025-04-10 00:23:11,2025-04-10 00:23:12,36923,16,73847,17
2025-04-10 00:23:12,2025-04-10 00:23:12,36929,16,73859,17
2025-04-10 00:23:14,2025-04-10 00:23:15,37013,16,74027,17
2025-04-10 00:23:16,2025-04-10 00:23:17,37049,16,74099,17
2025-04-10 00:23:19,2025-04-10 00:23:19,37139,16,74279,17
2025-04-10 00:23:20,2025-04-10 00:23:21,37181,16,74363,17
2025-04-10 00:23:23,2025-04-10 00:23:23,37253,16,74507,17
2025-04-10 00:23:27,2025-04-10 00:23:28,37379,16,74759,17
2025-04-10 00:23:35,2025-04-10 00:23:36,37619,16,75239,17
2025-04-10 00:23:40,2025-04-10 00:23:41,37853,16,75707,17
2025-04-10 00:23:42,2025-04-10 00:23:43,37871,16,75743,17
2025-04-10 00:23:45,2025-04-10 00:23:46,37991,16,75983,17
2025-04-10 00:23:47,2025-04-10 00:23:48,38039,16,76079,17
2025-04-10 00:23:50,2025-04-10 00:23:51,38183,16,76367,17
2025-04-10 00:23:51,2025-04-10 00:23:52,38189,16,76379,17
2025-04-10 00:23:52,2025-04-10 00:23:53,38201,16,76403,17
2025-04-10 00:23:54,2025-04-10 00:23:54,38231,16,76463,17
2025-04-10 00:23:56,2025-04-10 00:23:57,38303,16,76607,17
2025-04-10 00:23:58,2025-04-10 00:23:59,38333,16,76667,17
2025-04-10 00:24:01,2025-04-10 00:24:02,38453,16,76907,17
2025-04-10 00:24:02,2025-04-10 00:24:03,38459,16,76919,17
2025-04-10 00:24:03,2025-04-10 00:24:04,38501,16,77003,17
2025-04-10 00:24:07,2025-04-10 00:24:08,38639,16,77279,17
2025-04-10 00:24:09,2025-04-10 00:24:10,38669,16,77339,17
2025-04-10 00:24:12,2025-04-10 00:24:13,38723,16,77447,17
2025-04-10 00:24:16,2025-04-10 00:24:17,38861,16,77723,17
2025-04-10 00:24:17,2025-04-10 00:24:18,38873,16,77747,17
2025-04-10 00:24:18,2025-04-10 00:24:19,38891,16,77783,17
2025-04-10 00:24:20,2025-04-10 00:24:21,38933,16,77867,17
2025-04-10 00:24:24,2025-04-10 00:24:25,39089,16,78179,17
2025-04-10 00:24:30,2025-04-10 00:24:31,39233,16,78467,17
2025-04-10 00:24:31,2025-04-10 00:24:32,39239,16,78479,17
2025-04-10 00:24:36,2025-04-10 00:24:37,39419,16,78839,17
2025-04-10 00:24:38,2025-04-10 00:24:38,39443,16,78887,17
2025-04-10 00:24:40,2025-04-10 00:24:41,39521,16,79043,17
2025-04-10 00:24:41,2025-04-10 00:24:42,39551,16,79103,17
2025-04-10 00:24:42,2025-04-10 00:24:43,39569,16,79139,17
2025-04-10 00:24:45,2025-04-10 00:24:46,39659,16,79319,17
2025-04-10 00:24:49,2025-04-10 00:24:50,39779,16,79559,17
2025-04-10 00:24:55,2025-04-10 00:24:56,39953,16,79907,17
2025-04-10 00:24:56,2025-04-10 00:24:56,39971,16,79943,17
2025-04-10 00:24:57,2025-04-10 00:24:58,39983,16,79967,17
2025-04-10 00:24:58,2025-04-10 00:24:59,39989,16,79979,17
2025-04-10 00:25:04,2025-04-10 00:25:05,40193,16,80387,17
2025-04-10 00:25:06,2025-04-10 00:25:07,40283,16,80567,17
2025-04-10 00:25:08,2025-04-10 00:25:09,40343,16,80687,17
2025-04-10 00:25:14,2025-04-10 00:25:15,40559,16,81119,17
2025-04-10 00:25:22,2025-04-10 00:25:23,40763,16,81527,17
2025-04-10 00:25:25,2025-04-10 00:25:26,40823,16,81647,17
2025-04-10 00:25:28,2025-04-10 00:25:29,40853,16,81707,17
2025-04-10 00:25:32,2025-04-10 00:25:34,40949,16,81899,17
2025-04-10 00:25:38,2025-04-10 00:25:39,41081,16,82163,17
2025-04-10 00:25:46,2025-04-10 00:25:47,41231,16,82463,17
2025-04-10 00:25:48,2025-04-10 00:25:49,41243,16,82487,17
2025-04-10 00:25:52,2025-04-10 00:25:54,41381,16,82763,17
2025-04-10 00:25:54,2025-04-10 00:25:55,41399,16,82799,17
2025-04-10 00:26:03,2025-04-10 00:26:04,41603,16,83207,17
2025-04-10 00:26:04,2025-04-10 00:26:05,41609,16,83219,17
2025-04-10 00:26:06,2025-04-10 00:26:07,41621,16,83243,17
2025-04-10 00:26:09,2025-04-10 00:26:10,41669,16,83339,17
2025-04-10 00:26:11,2025-04-10 00:26:12,41729,16,83459,17
2025-04-10 00:26:23,2025-04-10 00:26:24,41969,16,83939,17
2025-04-10 00:26:26,2025-04-10 00:26:27,42023,16,84047,17
2025-04-10 00:26:28,2025-04-10 00:26:29,42071,16,84143,17
2025-04-10 00:26:30,2025-04-10 00:26:31,42089,16,84179,17
2025-04-10 00:26:32,2025-04-10 00:26:33,42131,16,84263,17
2025-04-10 00:26:37,2025-04-10 00:26:38,42221,16,84443,17
2025-04-10 00:26:43,2025-04-10 00:26:45,42359,16,84719,17
2025-04-10 00:26:51,2025-04-10 00:26:52,42473,16,84947,17
2025-04-10 00:26:57,2025-04-10 00:26:58,42611,16,85223,17
2025-04-10 00:27:02,2025-04-10 00:27:03,42719,16,85439,17
2025-04-10 00:27:04,2025-04-10 00:27:06,42743,16,85487,17
2025-04-10 00:27:08,2025-04-10 00:27:09,42821,16,85643,17
2025-04-10 00:27:13,2025-04-10 00:27:14,42923,16,85847,17
2025-04-10 00:27:18,2025-04-10 00:27:19,43013,16,86027,17
2025-04-10 00:27:29,2025-04-10 00:27:30,43313,16,86627,17
2025-04-10 00:27:31,2025-04-10 00:27:32,43391,16,86783,17
2025-04-10 00:27:38,2025-04-10 00:27:39,43541,16,87083,17
2025-04-10 00:27:44,2025-04-10 00:27:45,43649,16,87299,17
2025-04-10 00:27:46,2025-04-10 00:27:47,43661,16,87323,17
2025-04-10 00:27:47,2025-04-10 00:27:48,43691,16,87383,17
2025-04-10 00:27:49,2025-04-10 00:27:50,43721,16,87443,17
2025-04-10 00:27:53,2025-04-10 00:27:54,43793,16,87587,17
2025-04-10 00:27:58,2025-04-10 00:27:59,43943,16,87887,17
2025-04-10 00:28:08,2025-04-10 00:28:09,44111,16,88223,17
2025-04-10 00:28:10,2025-04-10 00:28:11,44129,16,88259,17
2025-04-10 00:28:13,2025-04-10 00:28:14,44189,16,88379,17
2025-04-10 00:28:15,2025-04-10 00:28:17,44249,16,88499,17
2025-04-10 00:28:18,2025-04-10 00:28:19,44273,16,88547,17
2025-04-10 00:28:26,2025-04-10 00:28:28,44501,16,89003,17
2025-04-10 00:28:30,2025-04-10 00:28:31,44543,16,89087,17
2025-04-10 00:28:36,2025-04-10 00:28:37,44651,16,89303,17
2025-04-10 00:28:38,2025-04-10 00:28:39,44699,16,89399,17
2025-04-10 00:28:40,2025-04-10 00:28:41,44729,16,89459,17
2025-04-10 00:28:47,2025-04-10 00:28:48,44879,16,89759,17
2025-04-10 00:28:49,2025-04-10 00:28:51,44909,16,89819,17
2025-04-10 00:28:56,2025-04-10 00:28:57,45053,16,90107,17
2025-04-10 00:28:58,2025-04-10 00:28:59,45119,16,90239,17
2025-04-10 00:29:00,2025-04-10 00:29:01,45131,16,90263,17
2025-04-10 00:29:03,2025-04-10 00:29:04,45179,16,90359,17
2025-04-10 00:29:07,2025-04-10 00:29:08,45263,16,90527,17
2025-04-10 00:29:11,2025-04-10 00:29:12,45329,16,90659,17
2025-04-10 00:29:21,2025-04-10 00:29:22,45569,16,91139,17
2025-04-10 00:29:23,2025-04-10 00:29:24,45599,16,91199,17
2025-04-10 00:29:25,2025-04-10 00:29:26,45641,16,91283,17
2025-04-10 00:29:39,2025-04-10 00:29:40,45971,16,91943,17
2025-04-10 00:29:48,2025-04-10 00:29:49,46181,16,92363,17
2025-04-10 00:29:50,2025-04-10 00:29:51,46199,16,92399,17
2025-04-10 00:29:52,2025-04-10 00:29:53,46229,16,92459,17
2025-04-10 00:29:57,2025-04-10 00:29:58,46349,16,92699,17
2025-04-10 00:30:05,2025-04-10 00:30:06,46523,16,93047,17
2025-04-10 00:30:08,2025-04-10 00:30:09,46589,16,93179,17
2025-04-10 00:30:10,2025-04-10 00:30:11,46619,16,93239,17
2025-04-10 00:30:12,2025-04-10 00:30:13,46643,16,93287,17
2025-04-10 00:30:16,2025-04-10 00:30:17,46691,16,93383,17
2025-04-10 00:30:17,2025-04-10 00:30:18,46703,16,93407,17
2025-04-10 00:30:19,2025-04-10 00:30:21,46751,16,93503,17
2025-04-10 00:30:37,2025-04-10 00:30:38,47189,16,94379,17
2025-04-10 00:30:41,2025-04-10 00:30:42,47279,16,94559,17
2025-04-10 00:30:46,2025-04-10 00:30:47,47363,16,94727,17
2025-04-10 00:30:52,2025-04-10 00:30:53,47501,16,95003,17
2025-04-10 00:30:53,2025-04-10 00:30:55,47513,16,95027,17
2025-04-10 00:30:56,2025-04-10 00:30:57,47543,16,95087,17
2025-04-10 00:30:59,2025-04-10 00:31:01,47609,16,95219,17
2025-04-10 00:31:02,2025-04-10 00:31:03,47639,16,95279,17
2025-04-10 00:31:07,2025-04-10 00:31:08,47741,16,95483,17
2025-04-10 00:31:21,2025-04-10 00:31:22,48029,16,96059,17
2025-04-10 00:31:25,2025-04-10 00:31:26,48131,16,96263,17
2025-04-10 00:31:29,2025-04-10 00:31:30,48221,16,96443,17
2025-04-10 00:31:30,2025-04-10 00:31:31,48239,16,96479,17
2025-04-10 00:31:38,2025-04-10 00:31:39,48413,16,96827,17
2025-04-10 00:31:41,2025-04-10 00:31:42,48479,16,96959,17
2025-04-10 00:31:46,2025-04-10 00:31:47,48563,16,97127,17
2025-04-10 00:31:48,2025-04-10 00:31:49,48593,16,97187,17
2025-04-10 00:31:53,2025-04-10 00:31:55,48731,16,97463,17
2025-04-10 00:31:56,2025-04-10 00:31:57,48761,16,97523,17
2025-04-10 00:32:12,2025-04-10 00:32:13,49103,16,98207,17
2025-04-10 00:32:17,2025-04-10 00:32:18,49193,16,98387,17
2025-04-10 00:32:20,2025-04-10 00:32:22,49253,16,98507,17
2025-04-10 00:32:24,2025-04-10 00:32:25,49331,16,98663,17
2025-04-10 00:32:30,2025-04-10 00:32:31,49433,16,98867,17
2025-04-10 00:32:32,2025-04-10 00:32:33,49463,16,98927,17
2025-04-10 00:32:33,2025-04-10 00:32:35,49481,16,98963,17
2025-04-10 00:32:35,2025-04-10 00:32:36,49499,16,98999,17
2025-04-10 00:32:38,2025-04-10 00:32:40,49559,16,99119,17
2025-04-10 00:32:50,2025-04-10 00:32:51,49811,16,99623,17
2025-04-10 00:32:52,2025-04-10 00:32:53,49853,16,99707,17
2025-04-10 00:32:55,2025-04-10 00:32:56,49919,16,99839,17
2025-04-10 00:33:00,2025-04-10 00:33:01,50021,16,100043,17
2025-04-10 00:33:02,2025-04-10 00:33:03,50051,16,100103,17
2025-04-10 00:33:12,2025-04-10 00:33:13,50261,16,100523,17
2025-04-10 00:33:14,2025-04-10 00:33:15,50273,16,100547,17
2025-04-10 00:33:21,2025-04-10 00:33:22,50411,16,100823,17
2025-04-10 00:33:22,2025-04-10 00:33:23,50423,16,100847,17
2025-04-10 00:33:26,2025-04-10 00:33:27,50513,16,101027,17
2025-04-10 00:33:30,2025-04-10 00:33:31,50591,16,101183,17
2025-04-10 00:33:35,2025-04-10 00:33:36,50741,16,101483,17
2025-04-10 00:33:41,2025-04-10 00:33:42,50873,16,101747,17
2025-04-10 00:33:46,2025-04-10 00:33:47,50969,16,101939,17
2025-04-10 00:33:48,2025-04-10 00:33:49,50993,16,101987,17
2025-04-10 00:33:57,2025-04-10 00:33:58,51203,16,102407,17
2025-04-10 00:34:12,2025-04-10 00:34:13,51503,16,103007,17
2025-04-10 00:34:14,2025-04-10 00:34:15,51521,16,103043,17
2025-04-10 00:34:15,2025-04-10 00:34:16,51539,16,103079,17
2025-04-10 00:34:21,2025-04-10 00:34:22,51659,16,103319,17
2025-04-10 00:34:32,2025-04-10 00:34:33,51893,16,103787,17
2025-04-10 00:34:42,2025-04-10 00:34:43,52103,16,104207,17
2025-04-10 00:34:43,2025-04-10 00:34:44,52121,16,104243,17
2025-04-10 00:34:45,2025-04-10 00:34:46,52163,16,104327,17
2025-04-10 00:34:51,2025-04-10 00:34:52,52289,16,104579,17
2025-04-10 00:34:54,2025-04-10 00:34:55,52361,16,104723,17
2025-04-10 00:34:56,2025-04-10 00:34:57,52379,16,104759,17
2025-04-10 00:35:00,2025-04-10 00:35:02,52511,16,105023,17
2025-04-10 00:35:03,2025-04-10 00:35:04,52553,16,105107,17
2025-04-10 00:35:05,2025-04-10 00:35:06,52571,16,105143,17
2025-04-10 00:35:07,2025-04-10 00:35:08,52583,16,105167,17
2025-04-10 00:35:09,2025-04-10 00:35:10,52631,16,105263,17
2025-04-10 00:35:14,2025-04-10 00:35:15,52733,16,105467,17
2025-04-10 00:35:21,2025-04-10 00:35:22,52883,16,105767,17
2025-04-10 00:35:29,2025-04-10 00:35:30,53051,16,106103,17
2025-04-10 00:35:32,2025-04-10 00:35:33,53093,16,106187,17
2025-04-10 00:35:42,2025-04-10 00:35:43,53309,16,106619,17
2025-04-10 00:35:47,2025-04-10 00:35:48,53411,16,106823,17
2025-04-10 00:35:49,2025-04-10 00:35:51,53453,16,106907,17
2025-04-10 00:35:52,2025-04-10 00:35:53,53549,16,107099,17
2025-04-10 00:35:54,2025-04-10 00:35:55,53591,16,107183,17
2025-04-10 00:35:59,2025-04-10 00:36:00,53639,16,107279,17
2025-04-10 00:36:08,2025-04-10 00:36:09,53849,16,107699,17
2025-04-10 00:36:14,2025-04-10 00:36:15,53951,16,107903,17
2025-04-10 00:36:17,2025-04-10 00:36:18,54011,16,108023,17
2025-04-10 00:36:21,2025-04-10 00:36:22,54101,16,108203,17
2025-04-10 00:36:26,2025-04-10 00:36:27,54251,16,108503,17
2025-04-10 00:36:29,2025-04-10 00:36:30,54293,16,108587,17
2025-04-10 00:36:34,2025-04-10 00:36:35,54401,16,108803,17
2025-04-10 00:36:36,2025-04-10 00:36:37,54413,16,108827,17
2025-04-10 00:36:38,2025-04-10 00:36:40,54443,16,108887,17
2025-04-10 00:36:54,2025-04-10 00:36:55,54773,16,109547,17
2025-04-10 00:37:01,2025-04-10 00:37:02,54941,16,109883,17
2025-04-10 00:37:02,2025-04-10 00:37:03,54959,16,109919,17
2025-04-10 00:37:15,2025-04-10 00:37:16,55229,16,110459,17
2025-04-10 00:37:23,2025-04-10 00:37:24,55439,16,110879,17
2025-04-10 00:37:25,2025-04-10 00:37:26,55469,16,110939,17
2025-04-10 00:37:31,2025-04-10 00:37:33,55631,16,111263,17
2025-04-10 00:37:33,2025-04-10 00:37:35,55661,16,111323,17
2025-04-10 00:37:36,2025-04-10 00:37:37,55673,16,111347,17
2025-04-10 00:37:39,2025-04-10 00:37:40,55721,16,111443,17
2025-04-10 00:37:40,2025-04-10 00:37:41,55733,16,111467,17
2025-04-10 00:37:42,2025-04-10 00:37:44,55799,16,111599,17
2025-04-10 00:37:46,2025-04-10 00:37:47,55829,16,111659,17
2025-04-10 00:37:49,2025-04-10 00:37:50,55889,16,111779,17
2025-04-10 00:37:52,2025-04-10 00:37:53,55931,16,111863,17
2025-04-10 00:37:56,2025-04-10 00:37:57,56009,16,112019,17
2025-04-10 00:37:59,2025-04-10 00:38:00,56081,16,112163,17
2025-04-10 00:38:01,2025-04-10 00:38:02,56099,16,112199,17
2025-04-10 00:38:03,2025-04-10 00:38:04,56123,16,112247,17
2025-04-10 00:38:13,2025-04-10 00:38:15,56393,16,112787,17
2025-04-10 00:38:19,2025-04-10 00:38:20,56489,16,112979,17
2025-04-10 00:38:22,2025-04-10 00:38:23,56519,16,113039,17
2025-04-10 00:38:23,2025-04-10 00:38:24,56531,16,113063,17
2025-04-10 00:38:29,2025-04-10 00:38:30,56663,16,113327,17
2025-04-10 00:38:31,2025-04-10 00:38:32,56681,16,113363,17
2025-04-10 00:38:36,2025-04-10 00:38:38,56783,16,113567,17
2025-04-10 00:38:41,2025-04-10 00:38:42,56891,16,113783,17
2025-04-10 00:38:43,2025-04-10 00:38:45,56909,16,113819,17
2025-04-10 00:38:45,2025-04-10 00:38:46,56921,16,113843,17
2025-04-10 00:38:48,2025-04-10 00:38:49,56951,16,113903,17
2025-04-10 00:38:52,2025-04-10 00:38:53,57041,16,114083,17
2025-04-10 00:38:58,2025-04-10 00:38:59,57149,16,114299,17
2025-04-10 00:39:02,2025-04-10 00:39:03,57203,16,114407,17
2025-04-10 00:39:08,2025-04-10 00:39:09,57329,16,114659,17
2025-04-10 00:39:12,2025-04-10 00:39:13,57413,16,114827,17
2025-04-10 00:39:27,2025-04-10 00:39:28,57773,16,115547,17
2025-04-10 00:39:31,2025-04-10 00:39:32,57839,16,115679,17
2025-04-10 00:39:34,2025-04-10 00:39:35,57881,16,115763,17
2025-04-10 00:39:39,2025-04-10 00:39:40,58013,16,116027,17
2025-04-10 00:39:42,2025-04-10 00:39:43,58049,16,116099,17
2025-04-10 00:39:49,2025-04-10 00:39:50,58193,16,116387,17
2025-04-10 00:39:51,2025-04-10 00:39:53,58211,16,116423,17
2025-04-10 00:40:03,2025-04-10 00:40:04,58451,16,116903,17
2025-04-10 00:40:05,2025-04-10 00:40:06,58511,16,117023,17
2025-04-10 00:40:09,2025-04-10 00:40:10,58601,16,117203,17
2025-04-10 00:40:19,2025-04-10 00:40:20,58889,16,117779,17
2025-04-10 00:40:25,2025-04-10 00:40:26,58979,16,117959,17
2025-04-10 00:40:28,2025-04-10 00:40:29,59021,16,118043,17
2025-04-10 00:40:31,2025-04-10 00:40:32,59063,16,118127,17
2025-04-10 00:40:35,2025-04-10 00:40:36,59123,16,118247,17
2025-04-10 00:40:46,2025-04-10 00:40:47,59369,16,118739,17
2025-04-10 00:40:48,2025-04-10 00:40:49,59393,16,118787,17
2025-04-10 00:40:49,2025-04-10 00:40:50,59399,16,118799,17
2025-04-10 00:40:53,2025-04-10 00:40:54,59453,16,118907,17
2025-04-10 00:40:56,2025-04-10 00:40:58,59513,16,119027,17
2025-04-10 00:41:01,2025-04-10 00:41:02,59621,16,119243,17
